NR_TRABALHO;Total_Horas;vinculo_atividade_planejamento;DEPE_atividade_planejamento;descricao_atividade_planejamento;tipo_atividade_planejamento;DT_INC_atividade_planejamento;DT_FIM_atividade_planejamento;horas_destinadas_trabalho
52276;1012;53322;8960;Execução;Processo Corporativo;29DEC2025;20FEB2026;444
52276;1012;53323;8960;Comunicação de Resultados;Processo Corporativo;23FEB2026;13/mar/26;180
52276;1012;53324;8960;Supervisão;Processo Corporativo;24/nov/25;13/mar/26;100
52280;1666;53224;8454;Pré-auditoria;Processo Corporativo;08SEP2025;06OCT2025;132
52280;1666;53229;8454;Execução;Processo Corporativo;07OCT2025;27/nov/25;222
52280;1666;53026;8888;Pré-auditoria;Processo Corporativo;08SEP2025;06OCT2025;90
52280;1666;53027;8888;Execução;Processo Corporativo;07OCT2025;27/nov/25;150
52280;1666;53029;8888;Comunicação de Resultados;Processo Corporativo;28/nov/25;23DEC2025;60
52280;1666;53032;8888;Supervisão;Processo Corporativo;08SEP2025;23DEC2025;30
52280;1666;52282;8960;Pré-auditoria;Processo Corporativo;08SEP2025;06OCT2025;266
52280;1666;52283;8960;Execução;Processo Corporativo;07OCT2025;27/nov/25;444
52280;1666;52284;8960;Comunicação de Resultados;Processo Corporativo;28/nov/25;15DEC2025;177
52280;1666;52285;8960;Supervisão;Processo Corporativo;08SEP2025;15DEC2025;95
52286;1000;53277;8960;Comunicação de Resultados;Processo Corporativo;09/jun/25;04/jul/25;240
52286;1000;53280;8960;Supervisão;Processo Corporativo;24/mar/25;04/jul/25;100
52286;1000;53400;8960;Pré-auditoria;Processo Corporativo;24/mar/25;18APR2025;240
52286;1000;53402;8960;Execução;Processo Corporativo;21APR2025;06/jun/25;420
52289;809;52305;8960;Pré-auditoria;Auditoria de Caráter Obrigatório;15/jan/25;31/jan/25;200
52289;809;52307;8960;Comunicação de Resultados;Auditoria de Caráter Obrigatório;21FEB2025;14/mar/25;168
52289;809;52308;8960;Execução;Auditoria de Caráter Obrigatório;03FEB2025;20FEB2025;400
52289;809;52310;8960;Supervisão;Auditoria de Caráter Obrigatório;15/jan/25;14/mar/25;41
52290;1630;52293;9604;Pré-auditoria;Entidade Ligada;04AUG2025;26AUG2025;260
52290;1630;52295;9604;Execução;Entidade Ligada;27AUG2025;03OCT2025;580
52290;1630;52297;9604;Comunicação de Resultados;Entidade Ligada;06OCT2025;31OCT2025;280
52290;1630;52299;9604;Supervisão;Entidade Ligada;04AUG2025;31OCT2025;60
52290;1630;52294;9610;Pré-auditoria;Entidade Ligada;04AUG2025;26AUG2025;136
52290;1630;52296;9610;Execução;Entidade Ligada;27AUG2025;03OCT2025;224
52290;1630;52298;9610;Comunicação de Resultados;Entidade Ligada;06OCT2025;31OCT2025;68
52290;1630;52300;9610;Supervisão;Entidade Ligada;04AUG2025;31OCT2025;22
52311;1170;52315;9604;Pré-auditoria;Entidade Ligada;23DEC2024;17/jan/25;300
52311;1170;52316;9604;Execução;Entidade Ligada;21/jan/25;28FEB2025;600
52311;1170;52317;9604;Comunicação de Resultados;Entidade Ligada;05/mar/25;21/mar/25;200
52311;1170;52318;9604;Supervisão;Entidade Ligada;02/jan/25;21/mar/25;70
52312;1646;52320;9604;Pré-auditoria;Entidade Ligada;03/nov/25;19/nov/25;296
52312;1646;52326;9604;Execução;Entidade Ligada;21/nov/25;26DEC2025;500
52312;1646;52328;9604;Comunicação de Resultados;Entidade Ligada;29DEC2025;03FEB2026;300
52312;1646;52352;9604;Supervisão;Entidade Ligada;03/nov/25;03FEB2026;61
52312;1646;52321;9875;Pré-auditoria;Entidade Ligada;03/nov/25;19/nov/25;200
52312;1646;52324;9875;Execução;Entidade Ligada;21/nov/25;26DEC2025;168
52312;1646;52330;9875;Comunicação de Resultados;Entidade Ligada;29DEC2025;03FEB2026;100
52312;1646;52354;9875;Supervisão;Entidade Ligada;03/nov/25;03FEB2026;21
52322;1115;52334;9604;Pré-auditoria;Entidade Ligada;24/mar/25;17APR2025;300
52322;1115;52335;9604;Execução;Entidade Ligada;22APR2025;30MAY2025;560
52322;1115;52336;9604;Comunicação de Resultados;Entidade Ligada;02/jun/25;20/jun/25;200
52322;1115;52337;9604;Supervisão;Entidade Ligada;24/mar/25;20/jun/25;55
52323;981;52327;8960;Pré-auditoria;Processo Corporativo;01DEC2025;02/jan/26;263
52323;981;52329;8960;Execução;Processo Corporativo;05/jan/26;26FEB2026;438
52323;981;52331;8960;Comunicação de Resultados;Processo Corporativo;27FEB2026;17/mar/26;175
52323;981;52332;8960;Supervisão;Processo Corporativo;01DEC2025;17/mar/26;105
52338;1140;52353;9604;Pré-auditoria;Processo Corporativo;06/jan/25;24/jan/25;260
52338;1140;52355;9604;Execução;Processo Corporativo;27/jan/25;28/mar/25;600
52338;1140;52356;9604;Comunicação de Resultados;Processo Corporativo;31/mar/25;17APR2025;200
52338;1140;52357;9604;Supervisão;Processo Corporativo;06/jan/25;17APR2025;80
52339;1102;52342;9604;Pré-auditoria;Entidade Ligada;23/jun/25;18/jul/25;240
52339;1102;52344;9604;Execução;Entidade Ligada;21/jul/25;29AUG2025;600
52339;1102;52345;9604;Comunicação de Resultados;Entidade Ligada;01SEP2025;30SEP2025;200
52339;1102;52347;9604;Supervisão;Entidade Ligada;23/jun/25;30SEP2025;62
52340;1134;52346;9604;Pré-auditoria;Entidade Ligada;28APR2025;23MAY2025;240
52340;1134;52348;9604;Execução;Entidade Ligada;26MAY2025;04/jul/25;600
52340;1134;52349;9604;Comunicação de Resultados;Entidade Ligada;07/jul/25;01AUG2025;240
52340;1134;52350;9604;Supervisão;Entidade Ligada;28APR2025;01AUG2025;54
52358;1165;52360;9604;Pré-auditoria;Entidade Ligada;01DEC2025;23DEC2025;300
52358;1165;52361;9604;Execução;Entidade Ligada;24DEC2025;13FEB2026;580
52358;1165;52362;9604;Comunicação de Resultados;Entidade Ligada;16FEB2026;06/mar/26;220
52358;1165;52363;9604;Supervisão;Entidade Ligada;01DEC2025;06/mar/26;65
52383;1529;52397;9875;Pré-auditoria;Processo Corporativo;11AUG2025;05SEP2025;292
52383;1529;52398;9875;Execução;Processo Corporativo;08SEP2025;28/nov/25;863
52383;1529;52399;9875;Comunicação de Resultados;Processo Corporativo;01DEC2025;19DEC2025;219
52383;1529;52400;9875;Supervisão;Processo Corporativo;11AUG2025;19DEC2025;155
52384;1000;52627;9820;Execução;Processo Corporativo;04/nov/24;27DEC2024;480
52384;1000;52628;9820;Comunicação de Resultados;Processo Corporativo;30DEC2024;17/jan/25;180
52384;1000;52626;9820;Pré-auditoria;Processo Corporativo;07OCT2024;01/nov/24;240
52384;1000;52629;9820;Supervisão;Processo Corporativo;07OCT2024;17/jan/25;100
52410;2422;52417;8888;Pré-auditoria;Processo Corporativo;04AUG2025;05SEP2025;280
52410;2422;52418;8888;Execução;Processo Corporativo;08SEP2025;21/nov/25;450
52410;2422;52419;8888;Comunicação de Resultados;Processo Corporativo;24/nov/25;12DEC2025;135
52410;2422;52420;8888;Supervisão;Processo Corporativo;04AUG2025;12DEC2025;80
52410;2422;52416;9875;Pré-auditoria;Processo Corporativo;04AUG2025;05SEP2025;366
52410;2422;52421;9875;Execução;Processo Corporativo;08SEP2025;21/nov/25;789
52410;2422;52423;9875;Comunicação de Resultados;Processo Corporativo;24/nov/25;12DEC2025;219
52410;2422;52424;9875;Supervisão;Processo Corporativo;04AUG2025;12DEC2025;103
52427;1047;52770;9610;Pré-auditoria;Processo Corporativo;03FEB2025;28FEB2025;280
52427;1047;52776;9610;Execução;Processo Corporativo;05/mar/25;23APR2025;476
52427;1047;52778;9610;Comunicação de Resultados;Processo Corporativo;24APR2025;14MAY2025;196
52427;1047;52779;9610;Supervisão;Processo Corporativo;03FEB2025;14MAY2025;95
52428;1140;52441;9604;Pré-auditoria;Processo Corporativo;14APR2025;02MAY2025;260
52428;1140;52444;9604;Execução;Processo Corporativo;05MAY2025;04/jul/25;600
52428;1140;52445;9604;Comunicação de Resultados;Processo Corporativo;07/jul/25;25/jul/25;200
52428;1140;52446;9604;Supervisão;Processo Corporativo;14APR2025;25/jul/25;80
52447;1610;52453;8454;Pré-auditoria;Processo Corporativo;28/jul/25;15AUG2025;150
52447;1610;52456;8454;Execução;Processo Corporativo;18AUG2025;17OCT2025;300
52447;1610;52455;9604;Pré-auditoria;Processo Corporativo;28/jul/25;15AUG2025;280
52447;1610;52457;9604;Execução;Processo Corporativo;18AUG2025;17OCT2025;600
52447;1610;52458;9604;Comunicação de Resultados;Processo Corporativo;20OCT2025;31OCT2025;200
52447;1610;52459;9604;Supervisão;Processo Corporativo;28/jul/25;31OCT2025;80
52465;1700;52469;9604;Pré-auditoria;Processo Corporativo;03/nov/25;28/nov/25;360
52465;1700;52470;9604;Execução;Processo Corporativo;01DEC2025;30/jan/26;700
52465;1700;52472;9604;Comunicação de Resultados;Processo Corporativo;02FEB2026;20FEB2026;260
52465;1700;52473;9604;Supervisão;Processo Corporativo;10/nov/25;20FEB2026;80
52465;1700;52521;9920;Pré-auditoria;Processo Corporativo;03/nov/25;28/nov/25;100
52465;1700;52522;9920;Execução;Processo Corporativo;01DEC2025;30/jan/26;200
52467;1019;52793;9610;Pré-auditoria;Processo Corporativo;17/mar/25;11APR2025;280
52467;1019;52796;9610;Execução;Processo Corporativo;14APR2025;02/jun/25;462
52467;1019;52800;9610;Comunicação de Resultados;Processo Corporativo;03/jun/25;20/jun/25;182
52467;1019;52801;9610;Supervisão;Processo Corporativo;17/mar/25;20/jun/25;95
52531;878;52533;9875;Pré-auditoria;Processo Corporativo;10FEB2025;14/mar/25;224
52531;878;52534;9875;Execução;Processo Corporativo;17/mar/25;16MAY2025;419
52531;878;52535;9875;Comunicação de Resultados;Processo Corporativo;19MAY2025;06/jun/25;146
52531;878;52536;9875;Supervisão;Processo Corporativo;10FEB2025;06/jun/25;89
52544;710;53834;9875;Execução;Processo Corporativo;12/jan/26;27FEB2026;390
52544;710;53835;9875;Pré-auditoria;Processo Corporativo;08DEC2025;09/jan/26;156
52544;710;53836;9875;Comunicação de Resultados;Processo Corporativo;02/mar/26;13/mar/26;146
52544;710;53837;9875;Supervisão;Processo Corporativo;08DEC2025;13/mar/26;18
52554;1562;52558;9825;Pré-auditoria;Processo Corporativo;05MAY2025;30MAY2025;100
52554;1562;52560;9825;Execução;Processo Corporativo;02/jun/25;18/jul/25;200
52554;1562;52562;9825;Comunicação de Resultados;Processo Corporativo;21/jul/25;08AUG2025;100
52554;1562;52564;9825;Supervisão;Processo Corporativo;05MAY2025;08AUG2025;40
52554;1562;52557;9875;Pré-auditoria;Processo Corporativo;05MAY2025;30MAY2025;292
52554;1562;52559;9875;Execução;Processo Corporativo;02/jun/25;18/jul/25;497
52554;1562;52561;9875;Comunicação de Resultados;Processo Corporativo;21/jul/25;08AUG2025;219
52554;1562;52563;9875;Supervisão;Processo Corporativo;05MAY2025;08AUG2025;114
52565;548;52568;9820;Pré-auditoria;Auditoria de Caráter Obrigatório;17FEB2025;25/mar/25;40
52565;548;52571;9820;Execução;Auditoria de Caráter Obrigatório;26/mar/25;13/jun/25;40
52565;548;52569;9825;Pré-auditoria;Auditoria de Caráter Obrigatório;17FEB2025;25/mar/25;60
52565;548;52572;9825;Execução;Auditoria de Caráter Obrigatório;26/mar/25;13/jun/25;80
52565;548;52574;9825;Comunicação de Resultados;Auditoria de Caráter Obrigatório;16/jun/25;25/jun/25;10
52565;548;52567;9875;Pré-auditoria;Auditoria de Caráter Obrigatório;17FEB2025;25/mar/25;81
52565;548;52570;9875;Execução;Auditoria de Caráter Obrigatório;26/mar/25;13/jun/25;182
52565;548;52573;9875;Comunicação de Resultados;Auditoria de Caráter Obrigatório;16/jun/25;25/jun/25;23
52565;548;52575;9875;Supervisão;Auditoria de Caráter Obrigatório;17FEB2025;25/jun/25;32
52576;1576;52578;9889;Pré-auditoria;Processo Corporativo;11/nov/24;20DEC2024;600
52576;1576;52579;9889;Execução;Processo Corporativo;23DEC2024;31/jan/25;600
52576;1576;52580;9889;Comunicação de Resultados;Processo Corporativo;03FEB2025;14FEB2025;207
52576;1576;52581;9889;Supervisão;Processo Corporativo;11/nov/24;14FEB2025;169
52583;3168;52591;9889;Pré-auditoria;Processo Corporativo;03FEB2025;21/mar/25;952
52583;3168;52592;9889;Execução;Processo Corporativo;24/mar/25;13/jun/25;1596
52583;3168;52593;9889;Comunicação de Resultados;Processo Corporativo;16/jun/25;30/jun/25;280
52583;3168;52594;9889;Supervisão;Processo Corporativo;03FEB2025;30/jun/25;340
52584;1458;52586;9889;Pré-auditoria;Processo Corporativo;17FEB2025;21/mar/25;491
52584;1458;52587;9889;Execução;Processo Corporativo;24/mar/25;02MAY2025;576
52584;1458;52588;9889;Comunicação de Resultados;Processo Corporativo;05MAY2025;19MAY2025;235
52584;1458;52589;9889;Supervisão;Processo Corporativo;17FEB2025;19MAY2025;156
52595;1090;52603;9820;Pré-auditoria;Processo Corporativo;06/jan/25;31/jan/25;240
52595;1090;52613;9820;Execução;Processo Corporativo;03FEB2025;28/mar/25;456
52595;1090;52614;9820;Comunicação de Resultados;Processo Corporativo;31/mar/25;17APR2025;168
52595;1090;52615;9820;Supervisão;Processo Corporativo;06/jan/25;17APR2025;86
52595;1090;52608;9889;Pré-auditoria;Processo Corporativo;06/jan/25;31/jan/25;125
52595;1090;53945;9889;Supervisão;Processo Corporativo;06/jan/25;17APR2025;15
52596;1034;52598;9889;Pré-auditoria;Processo Corporativo;03/nov/25;05DEC2025;345
52596;1034;52600;9889;Execução;Processo Corporativo;08DEC2025;16/jan/26;400
52596;1034;52601;9889;Comunicação de Resultados;Processo Corporativo;19/jan/26;04FEB2026;178
52596;1034;52602;9889;Supervisão;Processo Corporativo;03/nov/25;04FEB2026;111
52604;1505;52606;9889;Pré-auditoria;Processo Corporativo;02/jun/25;04/jul/25;504
52604;1505;52607;9889;Execução;Processo Corporativo;07/jul/25;14AUG2025;609
52604;1505;52611;9889;Comunicação de Resultados;Processo Corporativo;15AUG2025;29AUG2025;231
52604;1505;52612;9889;Supervisão;Processo Corporativo;02/jun/25;29AUG2025;161
52616;1035;52620;9889;Pré-auditoria;Processo Corporativo;12MAY2025;18/jun/25;392
52616;1035;52621;9889;Execução;Processo Corporativo;19/jun/25;30/jul/25;406
52616;1035;52622;9889;Comunicação de Resultados;Processo Corporativo;31/jul/25;12AUG2025;126
52616;1035;52623;9889;Supervisão;Processo Corporativo;12MAY2025;12AUG2025;111
52630;1664;52637;8454;Pré-auditoria;Processo Corporativo;03FEB2025;28FEB2025;125
52630;1664;52639;8454;Execução;Processo Corporativo;03/mar/25;25APR2025;175
52630;1664;52641;8454;Comunicação de Resultados;Processo Corporativo;28APR2025;16MAY2025;50
52630;1664;52643;8454;Supervisão;Processo Corporativo;03FEB2025;16MAY2025;20
52630;1664;52633;9820;Pré-auditoria;Processo Corporativo;03FEB2025;28FEB2025;240
52630;1664;52634;9820;Execução;Processo Corporativo;03/mar/25;25APR2025;432
52630;1664;52635;9820;Comunicação de Resultados;Processo Corporativo;28APR2025;16MAY2025;168
52630;1664;52636;9820;Supervisão;Processo Corporativo;03FEB2025;16MAY2025;84
52630;1664;52638;9875;Pré-auditoria;Processo Corporativo;03FEB2025;28FEB2025;125
52630;1664;52640;9875;Execução;Processo Corporativo;03/mar/25;25APR2025;175
52630;1664;52642;9875;Comunicação de Resultados;Processo Corporativo;28APR2025;16MAY2025;50
52630;1664;52644;9875;Supervisão;Processo Corporativo;03FEB2025;16MAY2025;20
52645;1347;52648;9820;Pré-auditoria;Auditoria de Caráter Obrigatório;17FEB2025;14/mar/25;216
52645;1347;52649;9820;Execução;Auditoria de Caráter Obrigatório;17/mar/25;23MAY2025;564
52645;1347;52650;9820;Comunicação de Resultados;Auditoria de Caráter Obrigatório;26MAY2025;20/jun/25;228
52645;1347;52651;9820;Supervisão;Auditoria de Caráter Obrigatório;17FEB2025;20/jun/25;101
52645;1347;52652;9875;Pré-auditoria;Auditoria de Caráter Obrigatório;17FEB2025;14/mar/25;58
52645;1347;52653;9875;Execução;Auditoria de Caráter Obrigatório;17/mar/25;23MAY2025;156
52645;1347;52654;9875;Comunicação de Resultados;Auditoria de Caráter Obrigatório;26MAY2025;20/jun/25;0
52645;1347;52655;9875;Supervisão;Auditoria de Caráter Obrigatório;17FEB2025;20/jun/25;24
52646;1224;53447;8888;Pré-auditoria;Entidade Ligada;08SEP2025;03OCT2025;20
52646;1224;53448;8888;Execução;Entidade Ligada;06OCT2025;14/nov/25;160
52646;1224;53450;8888;Comunicação de Resultados;Entidade Ligada;17/nov/25;12DEC2025;40
52646;1224;53452;8888;Supervisão;Entidade Ligada;08SEP2025;12DEC2025;30
52646;1224;52839;9646;Pré-auditoria;Entidade Ligada;08SEP2025;03OCT2025;30
52646;1224;52840;9646;Execução;Entidade Ligada;06OCT2025;14/nov/25;20
52646;1224;52835;9820;Pré-auditoria;Entidade Ligada;08SEP2025;03OCT2025;240
52646;1224;52836;9820;Execução;Entidade Ligada;06OCT2025;14/nov/25;360
52646;1224;52837;9820;Comunicação de Resultados;Entidade Ligada;17/nov/25;12DEC2025;240
52646;1224;52838;9820;Supervisão;Entidade Ligada;08SEP2025;12DEC2025;84
52656;571;52658;9820;Pré-auditoria;Auditoria de Caráter Obrigatório;17FEB2025;14/mar/25;108
52656;571;52659;9820;Execução;Auditoria de Caráter Obrigatório;17/mar/25;22APR2025;150
52656;571;52660;9820;Comunicação de Resultados;Auditoria de Caráter Obrigatório;23APR2025;09MAY2025;72
52656;571;52661;9820;Supervisão;Auditoria de Caráter Obrigatório;17FEB2025;09MAY2025;33
52656;571;52662;9875;Pré-auditoria;Auditoria de Caráter Obrigatório;17FEB2025;14/mar/25;58
52656;571;52663;9875;Execução;Auditoria de Caráter Obrigatório;17/mar/25;22APR2025;84
52656;571;52665;9875;Comunicação de Resultados;Auditoria de Caráter Obrigatório;23APR2025;09MAY2025;50
52656;571;52666;9875;Supervisão;Auditoria de Caráter Obrigatório;17FEB2025;09MAY2025;16
52664;2800;52929;8888;Pré-auditoria;Entidade Ligada;13/jan/25;14FEB2025;20
52664;2800;52930;8888;Execução;Entidade Ligada;17FEB2025;04APR2025;160
52664;2800;52931;8888;Comunicação de Resultados;Entidade Ligada;07APR2025;02MAY2025;40
52664;2800;52932;8888;Supervisão;Entidade Ligada;13/jan/25;02MAY2025;30
52664;2800;52920;9820;Pré-auditoria;Entidade Ligada;13/jan/25;14FEB2025;240
52664;2800;52921;9820;Execução;Entidade Ligada;17FEB2025;04APR2025;396
52664;2800;52923;9820;Comunicação de Resultados;Entidade Ligada;07APR2025;02MAY2025;204
52664;2800;52924;9820;Supervisão;Entidade Ligada;13/jan/25;02MAY2025;90
52664;2800;53440;9875;Pré-auditoria;Entidade Ligada;13/jan/25;14FEB2025;276
52664;2800;53441;9875;Execução;Entidade Ligada;17FEB2025;04APR2025;396
52664;2800;53442;9875;Comunicação de Resultados;Entidade Ligada;07APR2025;02MAY2025;180
52664;2800;53444;9875;Supervisão;Entidade Ligada;13/jan/25;02MAY2025;48
52664;2800;52925;9920;Pré-auditoria;Entidade Ligada;13/jan/25;14FEB2025;200
52664;2800;52926;9920;Execução;Entidade Ligada;17FEB2025;04APR2025;300
52664;2800;52927;9920;Comunicação de Resultados;Entidade Ligada;07APR2025;02MAY2025;180
52664;2800;52928;9920;Supervisão;Entidade Ligada;13/jan/25;02MAY2025;40
52667;1316;52974;8888;Pré-auditoria;Entidade Ligada;22APR2025;16MAY2025;20
52667;1316;52975;8888;Execução;Entidade Ligada;19MAY2025;04/jul/25;160
52667;1316;52976;8888;Comunicação de Resultados;Entidade Ligada;07/jul/25;08AUG2025;40
52667;1316;52977;8888;Supervisão;Entidade Ligada;22APR2025;08AUG2025;30
52667;1316;52972;9646;Pré-auditoria;Entidade Ligada;22APR2025;16MAY2025;30
52667;1316;52973;9646;Execução;Entidade Ligada;19MAY2025;04/jul/25;20
52667;1316;52967;9820;Pré-auditoria;Entidade Ligada;22APR2025;16MAY2025;216
52667;1316;52968;9820;Execução;Entidade Ligada;19MAY2025;04/jul/25;408
52667;1316;52969;9820;Comunicação de Resultados;Entidade Ligada;07/jul/25;08AUG2025;300
52667;1316;52970;9820;Supervisão;Entidade Ligada;22APR2025;08AUG2025;92
52668;1916;52674;8669;Pré-auditoria;Processo Corporativo;28/jul/25;22AUG2025;250
52668;1916;52675;8669;Execução;Processo Corporativo;25AUG2025;24OCT2025;400
52668;1916;52676;8669;Comunicação de Resultados;Processo Corporativo;27OCT2025;14/nov/25;150
52668;1916;52677;8669;Supervisão;Processo Corporativo;28/jul/25;14/nov/25;60
52668;1916;52670;9820;Pré-auditoria;Processo Corporativo;28/jul/25;22AUG2025;240
52668;1916;52671;9820;Execução;Processo Corporativo;25AUG2025;24OCT2025;540
52668;1916;52672;9820;Comunicação de Resultados;Processo Corporativo;27OCT2025;14/nov/25;180
52668;1916;52673;9820;Supervisão;Processo Corporativo;28/jul/25;14/nov/25;96
52678;2821;52685;8960;Pré-auditoria;Processo Corporativo;04AUG2025;29AUG2025;150
52678;2821;52687;8960;Execução;Processo Corporativo;01SEP2025;14/nov/25;200
52678;2821;52689;8960;Comunicação de Resultados;Processo Corporativo;17/nov/25;12DEC2025;50
52678;2821;52691;8960;Supervisão;Processo Corporativo;04AUG2025;12DEC2025;100
52678;2821;52681;9820;Pré-auditoria;Processo Corporativo;04AUG2025;29AUG2025;360
52678;2821;52682;9820;Execução;Processo Corporativo;01SEP2025;14/nov/25;990
52678;2821;52683;9820;Comunicação de Resultados;Processo Corporativo;17/nov/25;12DEC2025;360
52678;2821;52684;9820;Supervisão;Processo Corporativo;04AUG2025;12DEC2025;171
52678;2821;52686;9889;Pré-auditoria;Processo Corporativo;04AUG2025;29AUG2025;150
52678;2821;52688;9889;Execução;Processo Corporativo;01SEP2025;14/nov/25;200
52678;2821;52690;9889;Comunicação de Resultados;Processo Corporativo;17/nov/25;12DEC2025;50
52678;2821;52692;9889;Supervisão;Processo Corporativo;04AUG2025;12DEC2025;40
52693;1496;52695;9820;Pré-auditoria;Auditoria de Caráter Obrigatório;04AUG2025;05SEP2025;100
52693;1496;52696;9820;Execução;Auditoria de Caráter Obrigatório;08SEP2025;10APR2026;616
52693;1496;52697;9820;Comunicação de Resultados;Auditoria de Caráter Obrigatório;13APR2026;08MAY2026;80
52693;1496;52698;9820;Supervisão;Auditoria de Caráter Obrigatório;04AUG2025;08MAY2026;80
52693;1496;52699;9875;Pré-auditoria;Auditoria de Caráter Obrigatório;04AUG2025;05SEP2025;122
52693;1496;52700;9875;Execução;Auditoria de Caráter Obrigatório;08SEP2025;10APR2026;390
52693;1496;52701;9875;Comunicação de Resultados;Auditoria de Caráter Obrigatório;13APR2026;08MAY2026;50
52693;1496;52702;9875;Supervisão;Auditoria de Caráter Obrigatório;04AUG2025;08MAY2026;58
52703;2072;52705;9889;Pré-auditoria;Processo Corporativo;09/jun/25;25/jul/25;669
52703;2072;52706;9889;Execução;Processo Corporativo;28/jul/25;19SEP2025;787
52703;2072;52707;9889;Comunicação de Resultados;Processo Corporativo;22SEP2025;17OCT2025;394
52703;2072;52708;9889;Supervisão;Processo Corporativo;09/jun/25;17OCT2025;222
52709;1483;52712;9889;Pré-auditoria;Processo Corporativo;23/jun/25;25/jul/25;509
52709;1483;52713;9889;Execução;Processo Corporativo;28/jul/25;05SEP2025;611
52709;1483;52714;9889;Comunicação de Resultados;Processo Corporativo;08SEP2025;19SEP2025;204
52709;1483;52715;9889;Supervisão;Processo Corporativo;23/jun/25;19SEP2025;159
52723;1651;53792;8960;Execução;Processo Corporativo;08SEP2025;10OCT2025;120
52723;1651;53793;8960;Pré-auditoria;Processo Corporativo;04AUG2025;05SEP2025;80
52723;1651;53794;8960;Comunicação de Resultados;Processo Corporativo;13OCT2025;24OCT2025;40
52723;1651;52727;9889;Pré-auditoria;Processo Corporativo;04AUG2025;05SEP2025;525
52723;1651;52728;9889;Execução;Processo Corporativo;08SEP2025;10OCT2025;525
52723;1651;52729;9889;Comunicação de Resultados;Processo Corporativo;13OCT2025;24OCT2025;210
52723;1651;52730;9889;Supervisão;Processo Corporativo;04AUG2025;24OCT2025;151
52731;1213;52913;9825;Pré-auditoria;Processo Corporativo;15SEP2025;17OCT2025;40
52731;1213;52914;9825;Execução;Processo Corporativo;20OCT2025;28/nov/25;120
52731;1213;52915;9825;Comunicação de Resultados;Processo Corporativo;01DEC2025;12DEC2025;40
52731;1213;54045;9825;Supervisão;Processo Corporativo;15SEP2025;12DEC2025;40
52731;1213;52734;9889;Pré-auditoria;Processo Corporativo;15SEP2025;17OCT2025;334
52731;1213;52735;9889;Execução;Processo Corporativo;20OCT2025;28/nov/25;401
52731;1213;52736;9889;Comunicação de Resultados;Processo Corporativo;01DEC2025;12DEC2025;134
52731;1213;52737;9889;Supervisão;Processo Corporativo;15SEP2025;12DEC2025;104
52738;1552;52741;9889;Pré-auditoria;Processo Corporativo;13OCT2025;14/nov/25;517
52738;1552;52742;9889;Execução;Processo Corporativo;17/nov/25;26DEC2025;600
52738;1552;52743;9889;Comunicação de Resultados;Processo Corporativo;29DEC2025;14/jan/26;269
52738;1552;52744;9889;Supervisão;Processo Corporativo;13OCT2025;14/jan/26;166
52745;2963;53943;9647;Pré-auditoria;Processo Corporativo;06OCT2025;21/nov/25;10
52745;2963;53944;9647;Execução;Processo Corporativo;24/nov/25;23/jan/26;30
52745;2963;52746;9889;Pré-auditoria;Processo Corporativo;06OCT2025;21/nov/25;1015
52745;2963;52747;9889;Execução;Processo Corporativo;24/nov/25;23/jan/26;1247
52745;2963;52749;9889;Comunicação de Resultados;Processo Corporativo;26/jan/26;10FEB2026;348
52745;2963;52750;9889;Supervisão;Processo Corporativo;06OCT2025;10FEB2026;313
52751;580;52756;9889;Pré-auditoria;Auditoria de Caráter Obrigatório;01SEP2025;26SEP2025;140
52751;580;52757;9889;Execução;Auditoria de Caráter Obrigatório;29SEP2025;25/nov/25;294
52751;580;52758;9889;Comunicação de Resultados;Auditoria de Caráter Obrigatório;26/nov/25;11DEC2025;84
52751;580;52760;9889;Supervisão;Auditoria de Caráter Obrigatório;01SEP2025;11DEC2025;62
52752;2317;52769;9820;Pré-auditoria;Processo Corporativo;06/jan/25;31/jan/25;360
52752;2317;52773;9820;Execução;Processo Corporativo;03FEB2025;14/mar/25;504
52752;2317;52777;9820;Comunicação de Resultados;Processo Corporativo;17/mar/25;11APR2025;360
52752;2317;52781;9820;Supervisão;Processo Corporativo;06/jan/25;11APR2025;135
52752;2317;52771;9825;Pré-auditoria;Processo Corporativo;06/jan/25;31/jan/25;98
52752;2317;52774;9825;Execução;Processo Corporativo;03FEB2025;14/mar/25;102
52752;2317;52783;9825;Supervisão;Processo Corporativo;06/jan/25;11APR2025;20
52752;2317;52772;9875;Pré-auditoria;Processo Corporativo;06/jan/25;31/jan/25;195
52752;2317;52775;9875;Execução;Processo Corporativo;03FEB2025;14/mar/25;273
52752;2317;52782;9875;Supervisão;Processo Corporativo;06/jan/25;11APR2025;75
52752;2317;52784;9875;Comunicação de Resultados;Processo Corporativo;17/mar/25;11APR2025;195
52753;1274;53045;8888;Pré-auditoria;Entidade Ligada;08SEP2025;26SEP2025;40
52753;1274;53046;8888;Execução;Entidade Ligada;29SEP2025;31OCT2025;160
52753;1274;53047;8888;Comunicação de Resultados;Entidade Ligada;03/nov/25;05DEC2025;40
52753;1274;53048;8888;Supervisão;Entidade Ligada;08SEP2025;05DEC2025;30
52753;1274;53028;9820;Pré-auditoria;Entidade Ligada;08SEP2025;26SEP2025;90
52753;1274;53035;9820;Execução;Entidade Ligada;29SEP2025;31OCT2025;150
