NR_TRABALHO;Total_Horas;vinculo_atividade_planejamento;DEPE_atividade_planejamento;descricao_atividade_planejamento;tipo_atividade_planejamento;DT_INC_atividade_planejamento;DT_FIM_atividade_planejamento;horas_destinadas_trabalho
53282;1290;53430;9825;Supervisão;Processo Corporativo;21APR2025;08AUG2025;20
53282;1290;53285;9875;Pré-auditoria;Processo Corporativo;21APR2025;26MAY2025;350
53282;1290;53288;9875;Execução;Processo Corporativo;27MAY2025;11/jul/25;420
53282;1290;53291;9875;Comunicação de Resultados;Processo Corporativo;14/jul/25;08AUG2025;200
53282;1290;53293;9875;Supervisão;Processo Corporativo;21APR2025;08AUG2025;100
53296;2231;53302;9875;Pré-auditoria;Processo Corporativo;11AUG2025;12SEP2025;500
53296;2231;53306;9875;Comunicação de Resultados;Processo Corporativo;27OCT2025;21/nov/25;261
53296;2231;53308;9875;Supervisão;Processo Corporativo;11AUG2025;21/nov/25;150
53296;2231;53462;9875;Execução;Processo Corporativo;15SEP2025;24OCT2025;700
53296;2231;53303;9920;Pré-auditoria;Processo Corporativo;11AUG2025;12SEP2025;210
53296;2231;53307;9920;Comunicação de Resultados;Processo Corporativo;27OCT2025;21/nov/25;40
53296;2231;53456;9920;Supervisão;Processo Corporativo;11AUG2025;21/nov/25;20
53296;2231;53463;9920;Execução;Processo Corporativo;15SEP2025;24OCT2025;350
53316;2500;53500;9608;Supervisão;Processo Corporativo;05MAY2025;05SEP2025;80
53316;2500;53540;9608;Pré-auditoria;Processo Corporativo;05MAY2025;30MAY2025;280
53316;2500;53547;9608;Execução;Processo Corporativo;02/jun/25;19AUG2025;480
53316;2500;53548;9608;Comunicação de Resultados;Processo Corporativo;20AUG2025;05SEP2025;160
53316;2500;53549;9920;Pré-auditoria;Processo Corporativo;05MAY2025;30MAY2025;420
53316;2500;53550;9920;Execução;Processo Corporativo;02/jun/25;19AUG2025;720
53316;2500;53551;9920;Comunicação de Resultados;Processo Corporativo;20AUG2025;05SEP2025;240
53316;2500;53552;9920;Supervisão;Processo Corporativo;05MAY2025;05SEP2025;120
53340;1096;53694;9610;Pré-auditoria;Processo Corporativo;24FEB2025;27/jun/25;336
53340;1096;53695;9610;Execução;Processo Corporativo;30/jun/25;19DEC2025;500
53340;1096;53696;9610;Comunicação de Resultados;Processo Corporativo;22DEC2025;13FEB2026;160
53340;1096;53713;9610;Supervisão;Processo Corporativo;24FEB2025;13FEB2026;100
53341;500;53344;9608;Pré-auditoria;Auditoria de Caráter Obrigatório;28APR2025;09MAY2025;120
53341;500;53345;9608;Execução;Auditoria de Caráter Obrigatório;12MAY2025;27/jun/25;240
53341;500;53347;9608;Comunicação de Resultados;Auditoria de Caráter Obrigatório;30/jun/25;11/jul/25;100
53341;500;53348;9608;Supervisão;Auditoria de Caráter Obrigatório;28APR2025;11/jul/25;40
53346;1282;53783;9610;Pré-auditoria;Processo Corporativo;02/jan/25;07FEB2025;378
53346;1282;53786;9610;Execução;Processo Corporativo;10FEB2025;11APR2025;602
53346;1282;53787;9610;Comunicação de Resultados;Processo Corporativo;14APR2025;02MAY2025;182
53346;1282;53831;9610;Supervisão;Processo Corporativo;02/jan/25;02MAY2025;120
53359;1540;53365;9610;Pré-auditoria;Processo Corporativo;31/mar/25;30APR2025;120
53359;1540;53366;9610;Execução;Processo Corporativo;02MAY2025;27/jun/25;200
53359;1540;53367;9610;Comunicação de Resultados;Processo Corporativo;30/jun/25;17/jul/25;80
53359;1540;53368;9610;Supervisão;Processo Corporativo;31/mar/25;17/jul/25;40
53359;1540;53361;9920;Pré-auditoria;Processo Corporativo;31/mar/25;30APR2025;320
53359;1540;53362;9920;Comunicação de Resultados;Processo Corporativo;30/jun/25;17/jul/25;120
53359;1540;53363;9920;Supervisão;Processo Corporativo;31/mar/25;17/jul/25;60
53359;1540;53364;9920;Execução;Processo Corporativo;02MAY2025;27/jun/25;600
53360;500;53374;9608;Pré-auditoria;Auditoria de Caráter Obrigatório;18AUG2025;05SEP2025;120
53360;500;53375;9608;Execução;Auditoria de Caráter Obrigatório;08SEP2025;31OCT2025;240
53360;500;53376;9608;Comunicação de Resultados;Auditoria de Caráter Obrigatório;03/nov/25;14/nov/25;100
53360;500;53377;9608;Supervisão;Auditoria de Caráter Obrigatório;18AUG2025;14/nov/25;40
53399;1640;53419;9610;Pré-auditoria;Processo Corporativo;27/jan/25;28FEB2025;120
53399;1640;53422;9610;Execução;Processo Corporativo;05/mar/25;02MAY2025;200
53399;1640;53423;9610;Comunicação de Resultados;Processo Corporativo;05MAY2025;26MAY2025;80
53399;1640;53425;9610;Supervisão;Processo Corporativo;27/jan/25;26MAY2025;40
53399;1640;53412;9920;Pré-auditoria;Processo Corporativo;27/jan/25;28FEB2025;360
53399;1640;53414;9920;Execução;Processo Corporativo;05/mar/25;02MAY2025;660
53399;1640;53415;9920;Comunicação de Resultados;Processo Corporativo;05MAY2025;26MAY2025;120
53399;1640;53416;9920;Supervisão;Processo Corporativo;27/jan/25;26MAY2025;60
53403;1620;53476;8454;Pré-auditoria;Entidade Ligada;10/mar/25;11APR2025;420
53403;1620;53481;8454;Execução;Entidade Ligada;14APR2025;30MAY2025;580
53403;1620;53484;8454;Comunicação de Resultados;Entidade Ligada;02/jun/25;18/jun/25;100
53403;1620;53487;8454;Supervisão;Entidade Ligada;10/mar/25;18/jun/25;100
53403;1620;53477;9825;Pré-auditoria;Entidade Ligada;10/mar/25;11APR2025;40
53403;1620;53482;9825;Execução;Entidade Ligada;14APR2025;30MAY2025;120
53403;1620;53485;9825;Comunicação de Resultados;Entidade Ligada;02/jun/25;18/jun/25;20
53403;1620;53489;9825;Supervisão;Entidade Ligada;10/mar/25;18/jun/25;20
53403;1620;53479;9875;Pré-auditoria;Entidade Ligada;10/mar/25;11APR2025;50
53403;1620;53483;9875;Execução;Entidade Ligada;14APR2025;30MAY2025;120
53403;1620;53486;9875;Comunicação de Resultados;Entidade Ligada;02/jun/25;18/jun/25;30
53403;1620;53490;9875;Supervisão;Entidade Ligada;10/mar/25;18/jun/25;20
53413;2020;53810;8888;Pré-auditoria;Processo Corporativo;25AUG2025;19SEP2025;40
53413;2020;53811;8888;Execução;Processo Corporativo;22SEP2025;14/nov/25;100
53413;2020;53454;9608;Pré-auditoria;Processo Corporativo;25AUG2025;19SEP2025;280
53413;2020;53455;9608;Execução;Processo Corporativo;22SEP2025;14/nov/25;480
53413;2020;53458;9608;Comunicação de Resultados;Processo Corporativo;17/nov/25;05DEC2025;160
53413;2020;53459;9608;Supervisão;Processo Corporativo;25AUG2025;05DEC2025;80
53413;2020;53642;9889;Pré-auditoria;Processo Corporativo;25AUG2025;19SEP2025;280
53413;2020;53643;9889;Execução;Processo Corporativo;22SEP2025;14/nov/25;520
53413;2020;53645;9889;Supervisão;Processo Corporativo;25AUG2025;05DEC2025;80
53431;960;53436;8454;Pré-auditoria;Processo Corporativo;05MAY2025;26MAY2025;280
53431;960;53502;8454;Execução;Processo Corporativo;27MAY2025;27/jun/25;480
53431;960;53503;8454;Comunicação de Resultados;Processo Corporativo;30/jun/25;16/jul/25;100
53431;960;53504;8454;Supervisão;Processo Corporativo;05MAY2025;16/jul/25;100
53437;1080;53805;9604;Pré-auditoria;Entidade Ligada;02/jun/25;30/jun/25;80
53437;1080;53806;9604;Execução;Entidade Ligada;01/jul/25;01AUG2025;100
53437;1080;53446;9920;Pré-auditoria;Entidade Ligada;02/jun/25;30/jun/25;280
53437;1080;53449;9920;Execução;Entidade Ligada;01/jul/25;01AUG2025;450
53437;1080;53451;9920;Comunicação de Resultados;Entidade Ligada;04AUG2025;22AUG2025;120
53437;1080;53453;9920;Supervisão;Entidade Ligada;02/jun/25;22AUG2025;50
53491;1200;53495;9920;Pré-auditoria;Processo Corporativo;27/jan/25;28FEB2025;360
53491;1200;53496;9920;Execução;Processo Corporativo;05/mar/25;25APR2025;660
53491;1200;53497;9920;Comunicação de Resultados;Processo Corporativo;28APR2025;16MAY2025;120
53491;1200;53499;9920;Supervisão;Processo Corporativo;27/jan/25;16MAY2025;60
53498;1170;53519;8454;Pré-auditoria;Entidade Ligada;04AUG2025;05SEP2025;420
53498;1170;53523;8454;Execução;Entidade Ligada;08SEP2025;17OCT2025;520
53498;1170;53524;8454;Comunicação de Resultados;Entidade Ligada;20OCT2025;10/nov/25;150
53498;1170;53525;8454;Supervisão;Entidade Ligada;04AUG2025;10/nov/25;80
53501;1200;53508;9920;Pré-auditoria;Processo Corporativo;05MAY2025;06/jun/25;360
53501;1200;53509;9920;Execução;Processo Corporativo;09/jun/25;08AUG2025;660
53501;1200;53511;9920;Comunicação de Resultados;Processo Corporativo;11AUG2025;01SEP2025;120
53501;1200;53512;9920;Supervisão;Processo Corporativo;05MAY2025;01SEP2025;60
53505;800;53532;9608;Pré-auditoria;Auditoria de Caráter Obrigatório;25AUG2025;10SEP2025;200
53505;800;53534;9608;Execução;Auditoria de Caráter Obrigatório;11SEP2025;07/nov/25;420
53505;800;53537;9608;Comunicação de Resultados;Auditoria de Caráter Obrigatório;10/nov/25;21/nov/25;120
53505;800;53539;9608;Supervisão;Auditoria de Caráter Obrigatório;25AUG2025;21/nov/25;60
53510;1780;53513;8454;Pré-auditoria;Auditoria de Caráter Obrigatório;18AUG2025;15SEP2025;440
53510;1780;53515;8454;Execução;Auditoria de Caráter Obrigatório;16SEP2025;24OCT2025;520
53510;1780;53518;8454;Comunicação de Resultados;Auditoria de Caráter Obrigatório;27OCT2025;19/nov/25;160
53510;1780;53521;8454;Supervisão;Auditoria de Caráter Obrigatório;18AUG2025;19/nov/25;80
53510;1780;53514;9889;Pré-auditoria;Auditoria de Caráter Obrigatório;18AUG2025;15SEP2025;160
53510;1780;53516;9889;Execução;Auditoria de Caráter Obrigatório;16SEP2025;24OCT2025;340
53510;1780;53520;9889;Comunicação de Resultados;Auditoria de Caráter Obrigatório;27OCT2025;19/nov/25;40
53510;1780;53522;9889;Supervisão;Auditoria de Caráter Obrigatório;18AUG2025;19/nov/25;40
53529;1820;53541;9825;Pré-auditoria;Processo Corporativo;22SEP2025;24OCT2025;40
53529;1820;53542;9825;Execução;Processo Corporativo;27OCT2025;26DEC2025;160
53529;1820;53543;9825;Supervisão;Processo Corporativo;22SEP2025;16/jan/26;20
53529;1820;53533;9920;Pré-auditoria;Processo Corporativo;22SEP2025;24OCT2025;460
53529;1820;53535;9920;Execução;Processo Corporativo;27OCT2025;26DEC2025;960
53529;1820;53536;9920;Comunicação de Resultados;Processo Corporativo;29DEC2025;16/jan/26;120
53529;1820;53538;9920;Supervisão;Processo Corporativo;22SEP2025;16/jan/26;60
53559;1000;53568;9608;Pré-auditoria;Processo Corporativo;08/jan/25;04FEB2025;280
53559;1000;53569;9608;Execução;Processo Corporativo;05FEB2025;25/mar/25;480
53559;1000;53571;9608;Comunicação de Resultados;Processo Corporativo;26/mar/25;11APR2025;160
53559;1000;53572;9608;Supervisão;Processo Corporativo;08/jan/25;11APR2025;80
53580;2000;53585;9608;Pré-auditoria;Processo Corporativo;03FEB2025;28FEB2025;280
53580;2000;53586;9608;Execução;Processo Corporativo;03/mar/25;20MAY2025;480
53580;2000;53587;9608;Comunicação de Resultados;Processo Corporativo;21MAY2025;05/jun/25;160
53580;2000;53868;9608;Supervisão;Processo Corporativo;03FEB2025;05/jun/25;80
53580;2000;53867;9920;Pré-auditoria;Processo Corporativo;03FEB2025;28FEB2025;280
53580;2000;53872;9920;Execução;Processo Corporativo;03/mar/25;20MAY2025;480
53580;2000;53879;9920;Comunicação de Resultados;Processo Corporativo;21MAY2025;05/jun/25;160
53580;2000;53880;9920;Supervisão;Processo Corporativo;03FEB2025;05/jun/25;80
53616;878;53748;9610;Pré-auditoria;Processo Corporativo;02/jun/25;27/jun/25;266
53616;878;53750;9610;Execução;Processo Corporativo;30/jun/25;01AUG2025;350
53616;878;53754;9610;Comunicação de Resultados;Processo Corporativo;04AUG2025;20AUG2025;182
53616;878;53757;9610;Supervisão;Processo Corporativo;02/jun/25;20AUG2025;80
53617;1500;53624;8454;Pré-auditoria;Processo Corporativo;02/jan/25;31/jan/25;80
53617;1500;53625;8454;Execução;Processo Corporativo;03FEB2025;14/mar/25;200
53617;1500;53627;8454;Supervisão;Processo Corporativo;02/jan/25;04APR2025;20
53617;1500;53621;9920;Pré-auditoria;Processo Corporativo;02/jan/25;31/jan/25;360
53617;1500;53622;9920;Execução;Processo Corporativo;03FEB2025;14/mar/25;660
53617;1500;53623;9920;Comunicação de Resultados;Processo Corporativo;17/mar/25;04APR2025;120
53617;1500;53782;9920;Supervisão;Processo Corporativo;02/jan/25;04APR2025;60
53628;1650;53639;9604;Pré-auditoria;Processo Corporativo;02/jun/25;04/jul/25;120
53628;1650;53640;9604;Execução;Processo Corporativo;07/jul/25;19SEP2025;300
53628;1650;53641;9604;Supervisão;Processo Corporativo;02/jun/25;10OCT2025;30
53628;1650;53634;9920;Pré-auditoria;Processo Corporativo;02/jun/25;04/jul/25;360
53628;1650;53635;9920;Execução;Processo Corporativo;07/jul/25;19SEP2025;660
53628;1650;53637;9920;Comunicação de Resultados;Processo Corporativo;22SEP2025;10OCT2025;120
53628;1650;53638;9920;Supervisão;Processo Corporativo;02/jun/25;10OCT2025;60
53636;1135;53743;9610;Pré-auditoria;Processo Corporativo;13AUG2025;19SEP2025;300
53636;1135;53745;9610;Execução;Processo Corporativo;22SEP2025;31OCT2025;500
53636;1135;53747;9610;Comunicação de Resultados;Processo Corporativo;03/nov/25;21/nov/25;200
53636;1135;53758;9610;Supervisão;Processo Corporativo;13AUG2025;21/nov/25;100
53636;1135;53755;9646;Execução;Processo Corporativo;22SEP2025;31OCT2025;35
53646;880;53651;9610;Pré-auditoria;Processo Corporativo;02/jan/25;24/jan/25;240
53646;880;53652;9610;Execução;Processo Corporativo;27/jan/25;07/mar/25;400
53646;880;53653;9610;Comunicação de Resultados;Processo Corporativo;10/mar/25;31/mar/25;160
53646;880;53654;9610;Supervisão;Processo Corporativo;02/jan/25;31/mar/25;80
53647;1200;53660;9920;Pré-auditoria;Processo Corporativo;01SEP2025;03OCT2025;360
53647;1200;53662;9920;Execução;Processo Corporativo;06OCT2025;14/nov/25;660
53647;1200;53663;9920;Comunicação de Resultados;Processo Corporativo;17/nov/25;11DEC2025;120
53647;1200;53664;9920;Supervisão;Processo Corporativo;01SEP2025;11DEC2025;60
53665;880;53668;9610;Pré-auditoria;Auditoria de Caráter Obrigatório;01APR2025;18APR2025;240
53665;880;53669;9610;Execução;Auditoria de Caráter Obrigatório;21APR2025;30MAY2025;400
53665;880;53670;9610;Comunicação de Resultados;Auditoria de Caráter Obrigatório;02/jun/25;19/jun/25;160
53665;880;53671;9610;Supervisão;Auditoria de Caráter Obrigatório;01APR2025;19/jun/25;80
53666;900;53840;9610;Pré-auditoria;Processo Corporativo;11AUG2025;05SEP2025;240
53666;900;53841;9610;Execução;Processo Corporativo;08SEP2025;24OCT2025;400
53666;900;53842;9610;Comunicação de Resultados;Processo Corporativo;27OCT2025;07/nov/25;160
53666;900;53843;9610;Supervisão;Processo Corporativo;11AUG2025;07/nov/25;100
53672;880;53676;9610;Pré-auditoria;Processo Corporativo;01OCT2025;24OCT2025;240
53672;880;53680;9610;Execução;Processo Corporativo;27OCT2025;28/nov/25;400
53672;880;53681;9610;Comunicação de Resultados;Processo Corporativo;01DEC2025;19DEC2025;160
53672;880;53682;9610;Supervisão;Processo Corporativo;01OCT2025;19DEC2025;80
53683;1000;53689;9608;Pré-auditoria;Entidade Ligada;10/mar/25;05APR2025;280
53683;1000;53690;9608;Execução;Entidade Ligada;08APR2025;21MAY2025;480
53683;1000;53691;9608;Comunicação de Resultados;Entidade Ligada;22MAY2025;06/jun/25;160
53683;1000;53692;9608;Supervisão;Entidade Ligada;10/mar/25;06/jun/25;80
53684;908;53699;8888;Pré-auditoria;Processo Corporativo;13/mar/25;28/mar/25;144
53684;908;53702;8888;Execução;Processo Corporativo;31/mar/25;25APR2025;240
53684;908;53704;8888;Comunicação de Resultados;Processo Corporativo;29APR2025;16MAY2025;84
53684;908;53707;8888;Supervisão;Processo Corporativo;13/mar/25;16MAY2025;40
53684;908;53700;9608;Pré-auditoria;Processo Corporativo;13/mar/25;28/mar/25;140
53684;908;53703;9608;Execução;Processo Corporativo;31/mar/25;25APR2025;200
53684;908;53705;9608;Comunicação de Resultados;Processo Corporativo;29APR2025;16MAY2025;60
53698;1810;53719;9820;Pré-auditoria;Processo Corporativo;08SEP2025;10OCT2025;120
53698;1810;53722;9820;Execução;Processo Corporativo;13OCT2025;14/nov/25;220
53698;1810;53723;9820;Comunicação de Resultados;Processo Corporativo;17/nov/25;05DEC2025;60
53698;1810;53724;9820;Supervisão;Processo Corporativo;08SEP2025;05DEC2025;40
53698;1810;53716;9825;Pré-auditoria;Processo Corporativo;08SEP2025;10OCT2025;80
53698;1810;53717;9825;Execução;Processo Corporativo;13OCT2025;14/nov/25;120
53698;1810;53718;9825;Supervisão;Processo Corporativo;08SEP2025;05DEC2025;20
53698;1810;53711;9920;Pré-auditoria;Processo Corporativo;08SEP2025;10OCT2025;360
53698;1810;53712;9920;Execução;Processo Corporativo;13OCT2025;14/nov/25;610
53698;1810;53714;9920;Comunicação de Resultados;Processo Corporativo;17/nov/25;05DEC2025;120
53698;1810;53715;9920;Supervisão;Processo Corporativo;08SEP2025;05DEC2025;60
53726;2230;53759;8888;Pré-auditoria;Processo Corporativo;18SEP2025;17OCT2025;120
53726;2230;53760;8888;Execução;Processo Corporativo;20OCT2025;19DEC2025;340
53726;2230;53761;8888;Comunicação de Resultados;Processo Corporativo;22DEC2025;09/jan/26;30
53726;2230;53762;8888;Supervisão;Processo Corporativo;18SEP2025;09/jan/26;40
53726;2230;53746;9608;Pré-auditoria;Processo Corporativo;18SEP2025;17OCT2025;120
53726;2230;53749;9608;Execução;Processo Corporativo;20OCT2025;19DEC2025;300
53726;2230;53751;9608;Comunicação de Resultados;Processo Corporativo;22DEC2025;09/jan/26;40
53726;2230;53756;9608;Supervisão;Processo Corporativo;18SEP2025;09/jan/26;40
53726;2230;53740;9920;Pré-auditoria;Processo Corporativo;18SEP2025;17OCT2025;360
53726;2230;53741;9920;Execução;Processo Corporativo;20OCT2025;19DEC2025;660
53726;2230;53742;9920;Comunicação de Resultados;Processo Corporativo;22DEC2025;09/jan/26;120
53726;2230;53744;9920;Supervisão;Processo Corporativo;18SEP2025;09/jan/26;60
53764;2200;53769;9608;Pré-auditoria;Processo Corporativo;25AUG2025;26SEP2025;260
53764;2200;53771;9608;Execução;Processo Corporativo;29SEP2025;31OCT2025;560
53764;2200;53773;9608;Comunicação de Resultados;Processo Corporativo;03/nov/25;24/nov/25;120
53764;2200;53775;9608;Supervisão;Processo Corporativo;25AUG2025;24/nov/25;60
53764;2200;53768;9920;Pré-auditoria;Processo Corporativo;25AUG2025;26SEP2025;360
53764;2200;53770;9920;Execução;Processo Corporativo;29SEP2025;31OCT2025;660
53764;2200;53772;9920;Comunicação de Resultados;Processo Corporativo;03/nov/25;24/nov/25;120
53764;2200;53774;9920;Supervisão;Processo Corporativo;25AUG2025;24/nov/25;60
53791;640;53853;9875;Pré-auditoria;Processo Corporativo;20/jan/25;07FEB2025;160
53791;640;53854;9875;Execução;Processo Corporativo;10FEB2025;21/mar/25;350
53791;640;53855;9875;Comunicação de Resultados;Processo Corporativo;24/mar/25;02APR2025;90
53791;640;53856;9875;Supervisão;Processo Corporativo;20/jan/25;02APR2025;40
53795;580;53881;9875;Pré-auditoria;Entidade Ligada;13/jan/25;04FEB2025;120
53795;580;53883;9875;Execução;Entidade Ligada;05FEB2025;01APR2025;300
53795;580;53884;9875;Comunicação de Resultados;Entidade Ligada;02APR2025;18APR2025;80
53795;580;53885;9875;Supervisão;Entidade Ligada;13/jan/25;18APR2025;80
53797;680;53869;9875;Pré-auditoria;Processo Corporativo;01APR2025;17APR2025;100
53797;680;53870;9875;Execução;Processo Corporativo;18APR2025;06/jun/25;420
53797;680;53871;9875;Comunicação de Resultados;Processo Corporativo;09/jun/25;25/jun/25;80
53797;680;53877;9875;Supervisão;Processo Corporativo;01APR2025;25/jun/25;80
53801;960;53889;9875;Pré-auditoria;Processo Corporativo;02MAY2025;02/jun/25;250
53801;960;53890;9875;Execução;Processo Corporativo;03/jun/25;04AUG2025;560
53801;960;53894;9875;Comunicação de Resultados;Processo Corporativo;05AUG2025;21AUG2025;90
53801;960;53895;9875;Supervisão;Processo Corporativo;02MAY2025;21AUG2025;60
53804;460;53897;9875;Pré-auditoria;Processo Corporativo;01/jul/25;17/jul/25;60
53804;460;53898;9875;Execução;Processo Corporativo;18/jul/25;11SEP2025;280
53804;460;53899;9875;Comunicação de Resultados;Processo Corporativo;12SEP2025;02OCT2025;60
53804;460;53902;9875;Supervisão;Processo Corporativo;01/jul/25;02OCT2025;60
53807;862;53908;9875;Pré-auditoria;Processo Corporativo;11AUG2025;29AUG2025;120
53807;862;53910;9875;Execução;Processo Corporativo;01SEP2025;18/nov/25;600
53807;862;53911;9875;Comunicação de Resultados;Processo Corporativo;19/nov/25;04DEC2025;80
53807;862;53912;9875;Supervisão;Processo Corporativo;11AUG2025;04DEC2025;62
53808;640;53913;9875;Pré-auditoria;Processo Corporativo;06OCT2025;24OCT2025;120
53808;640;53914;9875;Execução;Processo Corporativo;27OCT2025;31DEC2025;400
53808;640;53915;9875;Supervisão;Processo Corporativo;06OCT2025;15/jan/26;40
53808;640;54057;9875;Comunicação de Resultados;Processo Corporativo;02/jan/26;15/jan/26;80
53809;770;53916;9875;Pré-auditoria;Processo Corporativo;06OCT2025;24OCT2025;150
53809;770;53917;9875;Execução;Processo Corporativo;27OCT2025;31DEC2025;500
53809;770;53918;9875;Comunicação de Resultados;Processo Corporativo;02/jan/26;22/jan/26;80
53809;770;53919;9875;Supervisão;Processo Corporativo;06OCT2025;22/jan/26;40
53812;1220;53818;8888;Pré-auditoria;Processo Corporativo;16/jun/25;04/jul/25;100
53812;1220;53821;8888;Execução;Processo Corporativo;07/jul/25;22AUG2025;200
53812;1220;53824;8888;Comunicação de Resultados;Processo Corporativo;25AUG2025;19SEP2025;120
53812;1220;53826;8888;Supervisão;Processo Corporativo;16/jun/25;19SEP2025;40
53812;1220;53819;9604;Pré-auditoria;Processo Corporativo;16/jun/25;04/jul/25;100
53812;1220;53822;9604;Execução;Processo Corporativo;07/jul/25;22AUG2025;200
53812;1220;53827;9604;Supervisão;Processo Corporativo;16/jun/25;19SEP2025;30
53812;1220;53829;9604;Comunicação de Resultados;Processo Corporativo;25AUG2025;19SEP2025;50
53812;1220;53820;9875;Pré-auditoria;Processo Corporativo;16/jun/25;04/jul/25;100
53812;1220;53823;9875;Execução;Processo Corporativo;07/jul/25;22AUG2025;200
53812;1220;53825;9875;Comunicação de Resultados;Processo Corporativo;25AUG2025;19SEP2025;50
53812;1220;53828;9875;Supervisão;Processo Corporativo;16/jun/25;19SEP2025;30
53865;2540;53873;8454;Pré-auditoria;Processo Corporativo;06/jan/25;07FEB2025;280
53865;2540;53876;8454;Execução;Processo Corporativo;10FEB2025;28/mar/25;560
53865;2540;53886;8454;Comunicação de Resultados;Processo Corporativo;31/mar/25;17APR2025;100
53865;2540;53891;8454;Supervisão;Processo Corporativo;06/jan/25;17APR2025;40
53865;2540;53874;9608;Pré-auditoria;Processo Corporativo;06/jan/25;07FEB2025;280
53865;2540;53878;9608;Execução;Processo Corporativo;10FEB2025;28/mar/25;560
53865;2540;53887;9608;Comunicação de Resultados;Processo Corporativo;31/mar/25;17APR2025;100
53865;2540;53892;9608;Supervisão;Processo Corporativo;06/jan/25;17APR2025;40
53865;2540;53875;9889;Pré-auditoria;Processo Corporativo;06/jan/25;07FEB2025;160
53865;2540;53882;9889;Execução;Processo Corporativo;10FEB2025;28/mar/25;340
53865;2540;53888;9889;Comunicação de Resultados;Processo Corporativo;31/mar/25;17APR2025;40
53865;2540;53893;9889;Supervisão;Processo Corporativo;06/jan/25;17APR2025;40
53905;1105;53949;8888;Pré-auditoria;Entidade Ligada;27/jan/25;21FEB2025;20
53905;1105;53952;8888;Execução;Entidade Ligada;24FEB2025;11APR2025;160
53905;1105;53954;8888;Comunicação de Resultados;Entidade Ligada;14APR2025;16MAY2025;40
53905;1105;53955;8888;Supervisão;Entidade Ligada;27/jan/25;16MAY2025;30
53905;1105;53950;9608;Pré-auditoria;Entidade Ligada;27/jan/25;21FEB2025;40
53905;1105;53953;9608;Execução;Entidade Ligada;24FEB2025;11APR2025;320
53905;1105;53926;9820;Pré-auditoria;Entidade Ligada;27/jan/25;21FEB2025;120
53905;1105;53930;9820;Execução;Entidade Ligada;24FEB2025;11APR2025;198
53905;1105;53935;9820;Comunicação de Resultados;Entidade Ligada;14APR2025;16MAY2025;132
53905;1105;53937;9820;Supervisão;Entidade Ligada;27/jan/25;16MAY2025;45
53951;1740;53961;8454;Pré-auditoria;Processo Corporativo;20/jan/25;21FEB2025;420
53951;1740;53965;8454;Execução;Processo Corporativo;24FEB2025;11APR2025;620
53951;1740;53968;8454;Comunicação de Resultados;Processo Corporativo;14APR2025;16MAY2025;120
53951;1740;53970;8454;Supervisão;Processo Corporativo;20/jan/25;16MAY2025;120
53951;1740;53962;9889;Pré-auditoria;Processo Corporativo;20/jan/25;21FEB2025;160
53951;1740;53966;9889;Execução;Processo Corporativo;24FEB2025;11APR2025;220
53951;1740;53969;9889;Comunicação de Resultados;Processo Corporativo;14APR2025;16MAY2025;40
53951;1740;53971;9889;Supervisão;Processo Corporativo;20/jan/25;16MAY2025;40
53973;1110;53975;8454;Pré-auditoria;Processo Corporativo;28/jul/25;27AUG2025;320
53973;1110;53977;8454;Execução;Processo Corporativo;28AUG2025;10OCT2025;520
53973;1110;53981;8454;Comunicação de Resultados;Processo Corporativo;13OCT2025;19/nov/25;120
53973;1110;53983;8454;Supervisão;Processo Corporativo;28/jul/25;19/nov/25;150
53990;1110;54005;8454;Pré-auditoria;Processo Corporativo;13/jan/25;12FEB2025;320
53990;1110;54006;8454;Comunicação de Resultados;Processo Corporativo;07APR2025;28APR2025;120
53990;1110;54008;8454;Execução;Processo Corporativo;13FEB2025;04APR2025;520
53990;1110;54009;8454;Supervisão;Processo Corporativo;13/jan/25;28APR2025;150
54004;667;54017;8150;Execução;Entidade Ligada;24FEB2025;11APR2025;198
54004;667;54013;8888;Pré-auditoria;Entidade Ligada;27/jan/25;21FEB2025;20
54004;667;54018;8888;Execução;Entidade Ligada;24FEB2025;11APR2025;160
54004;667;54023;8888;Comunicação de Resultados;Entidade Ligada;14APR2025;16MAY2025;40
54004;667;54026;8888;Supervisão;Entidade Ligada;27/jan/25;16MAY2025;30
54004;667;54014;9608;Pré-auditoria;Entidade Ligada;27/jan/25;21FEB2025;20
54004;667;54020;9608;Execução;Entidade Ligada;24FEB2025;11APR2025;100
54004;667;54012;9820;Pré-auditoria;Entidade Ligada;27/jan/25;21FEB2025;120
54004;667;54024;9820;Comunicação de Resultados;Entidade Ligada;14APR2025;16MAY2025;132
54004;667;54025;9820;Supervisão;Entidade Ligada;27/jan/25;16MAY2025;45
54010;1110;54016;8454;Pré-auditoria;Processo Corporativo;28/jul/25;27AUG2025;320
54010;1110;54019;8454;Execução;Processo Corporativo;28AUG2025;10OCT2025;520
54010;1110;54021;8454;Comunicação de Resultados;Processo Corporativo;13OCT2025;19/nov/25;120
54010;1110;54022;8454;Supervisão;Processo Corporativo;28/jul/25;19/nov/25;150
54027;1147;54029;9889;Pré-auditoria;Processo Corporativo;12MAY2025;20/jun/25;406
54027;1147;54030;9889;Execução;Processo Corporativo;23/jun/25;08AUG2025;486
54027;1147;54033;9889;Comunicação de Resultados;Processo Corporativo;12AUG2025;22AUG2025;132
